id,category,source,file,ru,gloss
dd7e47a9f9f422af,vocabulary,ai,audio/dd7e47a9f9f422af.mp3,учёный,"scientist, scholar"
418ca8f63036ddbd,vocabulary,ai,audio/418ca8f63036ddbd.mp3,о́бщество,society
835cb8e79a8b8461,vocabulary,ai,audio/835cb8e79a8b8461.mp3,наро́д,"people, nation"
1b63343351bf48d5,vocabulary,ai,audio/1b63343351bf48d5.mp3,власть,"power, authority"
1a9f8a863958cec2,vocabulary,ai,audio/1a9f8a863958cec2.mp3,прави́тельство,government
bec68148d36f6c0b,vocabulary,ai,audio/bec68148d36f6c0b.mp3,гражданин,citizen
b8a52e360d00e85c,vocabulary,ai,audio/b8a52e360d00e85c.mp3,колле́га,colleague
e653c2d00c63061f,vocabulary,ai,audio/e653c2d00c63061f.mp3,о́пыт,experience
e0568771aeab8a0d,vocabulary,ai,audio/e0568771aeab8a0d.mp3,университе́т,university
a7a2fd9b7e1ccd73,vocabulary,ai,audio/a7a2fd9b7e1ccd73.mp3,ка́федра,"department, chair"
c75d269fdcbe823d,vocabulary,ai,audio/c75d269fdcbe823d.mp3,факульте́т,"faculty, school"
50368342cee8c464,vocabulary,ai,audio/50368342cee8c464.mp3,диссерта́ция,"dissertation, thesis"
cce43dbae36ba5e2,vocabulary,ai,audio/cce43dbae36ba5e2.mp3,нау́чный руководи́тель,"academic advisor, supervisor"
ef53ff7c08bbde9d,vocabulary,ai,audio/ef53ff7c08bbde9d.mp3,статья́,"article, paper"
9d4211ecf961c2fb,vocabulary,ai,audio/9d4211ecf961c2fb.mp3,иссле́дование,"research, study"
5beada0aab5aaf3a,vocabulary,ai,audio/5beada0aab5aaf3a.mp3,нау́ка,"science, scholarship"
7ede4701ca4aaf5c,vocabulary,ai,audio/7ede4701ca4aaf5c.mp3,ле́кция,lecture
4f1156d3031854f3,vocabulary,ai,audio/4f1156d3031854f3.mp3,семина́р,seminar
37c066b2af1e4de8,vocabulary,ai,audio/37c066b2af1e4de8.mp3,экза́мен,exam
2548bdc008e4c036,vocabulary,ai,audio/2548bdc008e4c036.mp3,студе́нт,student
1bcca356e70c0f32,vocabulary,ai,audio/1bcca356e70c0f32.mp3,профе́ссор,professor
69afe1fbeca6fa08,vocabulary,ai,audio/69afe1fbeca6fa08.mp3,аспира́нт,"PhD student, postgraduate"
53b9b8cde97503c5,vocabulary,ai,audio/53b9b8cde97503c5.mp3,сте́пень,degree (academic)
e40265e3590d4026,vocabulary,ai,audio/e40265e3590d4026.mp3,журна́л,journal
2903a8318b7f4875,vocabulary,ai,audio/2903a8318b7f4875.mp3,конфере́нция,conference
f2483919d7f0fb1c,vocabulary,ai,audio/f2483919d7f0fb1c.mp3,докла́д,"report, talk, presentation"
714f671374ff1cb1,vocabulary,ai,audio/714f671374ff1cb1.mp3,ме́тод,method
dccc6a26453d5c4f,vocabulary,ai,audio/dccc6a26453d5c4f.mp3,да́нные,data
2ad3a2ca60e130b6,vocabulary,ai,audio/2ad3a2ca60e130b6.mp3,результа́т,result
40095c138117c3b1,vocabulary,ai,audio/40095c138117c3b1.mp3,вы́вод,conclusion
dc17925ca9f859f9,vocabulary,ai,audio/dc17925ca9f859f9.mp3,защи́та,defence (of a thesis)
45348e9da03d815e,vocabulary,ai,audio/45348e9da03d815e.mp3,грант,grant
158ddb3af123b906,vocabulary,ai,audio/158ddb3af123b906.mp3,сле́довательно,"consequently, therefore"
b60c7d9766d7bf8e,vocabulary,ai,audio/b60c7d9766d7bf8e.mp3,таки́м о́бразом,"thus, in this way"
0c8d95d559221c2c,vocabulary,ai,audio/0c8d95d559221c2c.mp3,одна́ко,however
52d137309247e24a,vocabulary,ai,audio/52d137309247e24a.mp3,в ча́стности,in particular
13868112c56ef553,vocabulary,ai,audio/13868112c56ef553.mp3,по сравне́нию с,compared with
08563713a53f62fc,vocabulary,ai,audio/08563713a53f62fc.mp3,наприме́р,for example
77eaf04d815852d1,vocabulary,ai,audio/77eaf04d815852d1.mp3,кро́ме того́,"moreover, besides"
6914e599d50a1622,vocabulary,ai,audio/6914e599d50a1622.mp3,тем не ме́нее,nevertheless
c8fae27dd538bfbf,vocabulary,ai,audio/c8fae27dd538bfbf.mp3,во-пе́рвых,firstly
70510afdc4c72db7,vocabulary,ai,audio/70510afdc4c72db7.mp3,во-вторы́х,secondly
b6563dea0fff8949,vocabulary,ai,audio/b6563dea0fff8949.mp3,напро́тив,on the contrary
3735a86fe4754e28,vocabulary,ai,audio/3735a86fe4754e28.mp3,в результа́те,as a result
7dc48a3d443705ba,vocabulary,ai,audio/7dc48a3d443705ba.mp3,в отли́чие от,"unlike, in contrast to"
c1bc1b472eceb8e3,vocabulary,ai,audio/c1bc1b472eceb8e3.mp3,несмотря́ на,"despite, in spite of"
a545b3931b7b92bb,vocabulary,ai,audio/a545b3931b7b92bb.mp3,поэ́тому,"therefore, that's why"
3cd056eb2fdbeed2,vocabulary,ai,audio/3cd056eb2fdbeed2.mp3,и́менно,"precisely, namely"
e22eaf07f1b9c6e6,vocabulary,ai,audio/e22eaf07f1b9c6e6.mp3,то есть,"that is, i.e."
83f66786280dad52,vocabulary,ai,audio/83f66786280dad52.mp3,с друго́й стороны́,on the other hand
2920cbc81d13b621,vocabulary,ai,audio/2920cbc81d13b621.mp3,в то вре́мя как,"whereas, while"
be591c2f5e81397f,vocabulary,ai,audio/be591c2f5e81397f.mp3,в свою́ о́чередь,in turn
009fa9065e89f0c2,vocabulary,ai,audio/009fa9065e89f0c2.mp3,благодаря́,"thanks to, owing to"
6ccf1d55ce3968eb,vocabulary,ai,audio/6ccf1d55ce3968eb.mp3,"посто́льку, поско́льку","insofar as, since"
8b37109ad0e4584d,vocabulary,ai,audio/8b37109ad0e4584d.mp3,в заключе́ние,in conclusion
35c88c34fc36c37e,vocabulary,ai,audio/35c88c34fc36c37e.mp3,поня́тие,"concept, notion"
ac7d8115e762d7fd,vocabulary,ai,audio/ac7d8115e762d7fd.mp3,причи́на,"cause, reason"
e2e9cd5f721c9cc5,vocabulary,ai,audio/e2e9cd5f721c9cc5.mp3,сле́дствие,"consequence, effect"
48c3d598e3d4de53,vocabulary,ai,audio/48c3d598e3d4de53.mp3,гипо́теза,hypothesis
67dc98a46c8d8d91,vocabulary,ai,audio/67dc98a46c8d8d91.mp3,доказа́тельство,"proof, evidence"
afaf5d127ba7f061,vocabulary,ai,audio/afaf5d127ba7f061.mp3,значе́ние,"meaning, significance, value"
db92a84ac0251933,vocabulary,ai,audio/db92a84ac0251933.mp3,тео́рия,theory
4c981cdbce1c2c71,vocabulary,ai,audio/4c981cdbce1c2c71.mp3,поло́жение,"proposition, position, situation"
4277d4babfc43a4d,vocabulary,ai,audio/4277d4babfc43a4d.mp3,противоре́чие,contradiction
f07b4134430170fa,vocabulary,ai,audio/f07b4134430170fa.mp3,усло́вие,condition
08f9779156af1a87,vocabulary,ai,audio/08f9779156af1a87.mp3,свя́зь,"connection, relation"
2de21320499ef101,vocabulary,ai,audio/2de21320499ef101.mp3,зависимость,dependence
a0b5af8d64d1e862,vocabulary,ai,audio/a0b5af8d64d1e862.mp3,сво́йство,"property, attribute"
440eb5a3602b7133,vocabulary,ai,audio/440eb5a3602b7133.mp3,приро́да,nature (essence)
6cfdfdadd815f286,vocabulary,ai,audio/6cfdfdadd815f286.mp3,су́щность,essence
b3ffd946ca82a873,vocabulary,ai,audio/b3ffd946ca82a873.mp3,проти́вополо́жность,"opposite, opposition"
4ed3157cedc77ef8,vocabulary,ai,audio/4ed3157cedc77ef8.mp3,зако́н,law (scientific)
70fb03fb74e6363b,vocabulary,ai,audio/70fb03fb74e6363b.mp3,при́нцип,principle
30f3997ac523ed6d,vocabulary,ai,audio/30f3997ac523ed6d.mp3,разли́чие,"difference, distinction"
25fd1cef40e8874b,vocabulary,ai,audio/25fd1cef40e8874b.mp3,соотноше́ние,"ratio, correlation, relation"
1073381a0970e6bb,vocabulary,ai,audio/1073381a0970e6bb.mp3,зна́ние,knowledge
13b3f93648b6fe2f,vocabulary,ai,audio/13b3f93648b6fe2f.mp3,и́стина,truth
642b33c0cbf3f61f,vocabulary,ai,audio/642b33c0cbf3f61f.mp3,це́ль,"goal, aim"
fa5115c288a5fc13,vocabulary,ai,audio/fa5115c288a5fc13.mp3,зада́ча,"task, problem"
6263a434c2f69bf4,vocabulary,ai,audio/6263a434c2f69bf4.mp3,вре́мя,time
106baed9438af378,vocabulary,ai,audio/106baed9438af378.mp3,час,"hour, o'clock"
4dc5cbd32890a1bf,vocabulary,ai,audio/4dc5cbd32890a1bf.mp3,день,day
b31cb5e9480b4f04,vocabulary,ai,audio/b31cb5e9480b4f04.mp3,неде́ля,week
a02275f1f946c2ef,vocabulary,ai,audio/a02275f1f946c2ef.mp3,ме́сяц,month
18b82f00f31c16f1,vocabulary,ai,audio/18b82f00f31c16f1.mp3,год,year
c5b48dc0c819fdde,vocabulary,ai,audio/c5b48dc0c819fdde.mp3,понеде́льник,Monday
2637037f49a89bd7,vocabulary,ai,audio/2637037f49a89bd7.mp3,пя́тница,Friday
91adc20ab50dc73b,vocabulary,ai,audio/91adc20ab50dc73b.mp3,янва́рь,January
62ebf643989ea57c,vocabulary,ai,audio/62ebf643989ea57c.mp3,сентя́брь,September
b9f227d3565e8200,vocabulary,ai,audio/b9f227d3565e8200.mp3,оди́н,one
f96e5cc9988e4b6c,vocabulary,ai,audio/f96e5cc9988e4b6c.mp3,два,two
f2b31665f8860d44,vocabulary,ai,audio/f2b31665f8860d44.mp3,три,three
16577a9dc25e680d,vocabulary,ai,audio/16577a9dc25e680d.mp3,пять,five
d1d551ab121607c6,vocabulary,ai,audio/d1d551ab121607c6.mp3,де́сять,ten
b6a6d25c4e30348d,vocabulary,ai,audio/b6a6d25c4e30348d.mp3,сто,hundred
f39c282ab47e4e73,vocabulary,ai,audio/f39c282ab47e4e73.mp3,ты́сяча,thousand
a0dbbebad768d21b,vocabulary,ai,audio/a0dbbebad768d21b.mp3,пе́рвый,first
1db4def7f4fe93b2,vocabulary,ai,audio/1db4def7f4fe93b2.mp3,всегда́,always
40095640e354f68c,vocabulary,ai,audio/40095640e354f68c.mp3,ча́сто,often
e1d7b3ac4b73aba1,vocabulary,ai,audio/e1d7b3ac4b73aba1.mp3,иногда́,sometimes
4a71fed738a84db5,vocabulary,ai,audio/4a71fed738a84db5.mp3,ре́дко,"rarely, seldom"
97340bfc199d566e,vocabulary,ai,audio/97340bfc199d566e.mp3,никогда́,never
e95d9db3a778e5fb,vocabulary,ai,audio/e95d9db3a778e5fb.mp3,сего́дня,today
50d48919a72948c5,vocabulary,ai,audio/50d48919a72948c5.mp3,большо́й,"big, large"
68084ebafba1244e,vocabulary,ai,audio/68084ebafba1244e.mp3,ма́ленький,"small, little"
1293d316a8673b28,vocabulary,ai,audio/1293d316a8673b28.mp3,хоро́ший,good
a5ea10328fa0408b,vocabulary,ai,audio/a5ea10328fa0408b.mp3,плохо́й,bad
456ee3d543d9084b,vocabulary,ai,audio/456ee3d543d9084b.mp3,но́вый,new
b718080799a542d6,vocabulary,ai,audio/b718080799a542d6.mp3,ста́рый,old
8b9a1ccb3db8841a,vocabulary,ai,audio/8b9a1ccb3db8841a.mp3,ва́жный,important
e6f974bd5331f8fd,vocabulary,ai,audio/e6f974bd5331f8fd.mp3,просто́й,"simple, easy"
f801ec612c6508e9,vocabulary,ai,audio/f801ec612c6508e9.mp3,сло́жный,"complex, difficult"
fd60d60333e47573,vocabulary,ai,audio/fd60d60333e47573.mp3,вы́сокий,"high, tall"
6d3bd0c5bf8bfc60,vocabulary,ai,audio/6d3bd0c5bf8bfc60.mp3,ни́зкий,low
62c489877548f80e,vocabulary,ai,audio/62c489877548f80e.mp3,пра́вильный,"correct, right"
88f01800749e105d,vocabulary,ai,audio/88f01800749e105d.mp3,то́чный,"exact, precise"
00bbf0cbd7a84379,vocabulary,ai,audio/00bbf0cbd7a84379.mp3,я́сный,clear
436fa1cec49b2c5e,vocabulary,ai,audio/436fa1cec49b2c5e.mp3,возмо́жный,possible
cf4e75a4a6e2dbe2,vocabulary,ai,audio/cf4e75a4a6e2dbe2.mp3,необходи́мый,necessary
8eecfe217f3263ff,vocabulary,ai,audio/8eecfe217f3263ff.mp3,о́чень,very
13a6d41e7b364824,vocabulary,ai,audio/13a6d41e7b364824.mp3,сли́шком,too (excessively)
af4690cef75c81c9,vocabulary,ai,audio/af4690cef75c81c9.mp3,дово́льно,"rather, fairly"
9a06d6e25f74d9f2,vocabulary,ai,audio/9a06d6e25f74d9f2.mp3,почти́,"almost, nearly"
c74f958f1e0a0a4e,vocabulary,ai,audio/c74f958f1e0a0a4e.mp3,соверше́нно,"completely, utterly"
129d3dfbaf63ac12,vocabulary,ai,audio/129d3dfbaf63ac12.mp3,доста́точно,"enough, sufficiently"
323b0e0de929c90a,vocabulary,ai,audio/323b0e0de929c90a.mp3,осо́бенно,especially
0b71200b759c0ba6,vocabulary,ai,audio/0b71200b759c0ba6.mp3,матема́тика,mathematics
ad6afaf5218992fc,vocabulary,ai,audio/ad6afaf5218992fc.mp3,фи́зика,physics
3deec7c8f6119b34,vocabulary,ai,audio/3deec7c8f6119b34.mp3,хи́мия,chemistry
65ee0f56d19348a9,vocabulary,ai,audio/65ee0f56d19348a9.mp3,биоло́гия,biology
f4cbf32278f14fc0,vocabulary,ai,audio/f4cbf32278f14fc0.mp3,лингви́стика,linguistics
46adbf88255e8a54,vocabulary,ai,audio/46adbf88255e8a54.mp3,эконо́мика,economics
38769a79ad2d218f,vocabulary,ai,audio/38769a79ad2d218f.mp3,пра́во,law (as a field)
d098ac031d2687d5,vocabulary,ai,audio/d098ac031d2687d5.mp3,филосо́фия,philosophy
6626dcca43631e28,vocabulary,ai,audio/6626dcca43631e28.mp3,исто́рия,history
9e298ab8c69823f9,vocabulary,ai,audio/9e298ab8c69823f9.mp3,психоло́гия,psychology
4503034201a0b017,vocabulary,ai,audio/4503034201a0b017.mp3,социоло́гия,sociology
cb61229764450bb3,vocabulary,ai,audio/cb61229764450bb3.mp3,информа́тика,"computer science, informatics"
d5543536ec976601,vocabulary,ai,audio/d5543536ec976601.mp3,медици́на,medicine
43a56505cfa01176,vocabulary,ai,audio/43a56505cfa01176.mp3,геоло́гия,geology
4825bc09ee67863c,vocabulary,ai,audio/4825bc09ee67863c.mp3,астроно́мия,astronomy
19a50f4273cfa790,vocabulary,ai,audio/19a50f4273cfa790.mp3,о́пыт (экспериме́нт),experiment
6adbc21461976f9d,vocabulary,ai,audio/6adbc21461976f9d.mp3,наблюде́ние,observation
687339e77f7a5a4e,vocabulary,ai,audio/687339e77f7a5a4e.mp3,ана́лиз,analysis
ce542d10e2f712c2,vocabulary,ai,audio/ce542d10e2f712c2.mp3,форму́ла,formula
01b7a3efed2dd931,vocabulary,ai,audio/01b7a3efed2dd931.mp3,уравне́ние,equation
1609c7109c787303,vocabulary,ai,audio/1609c7109c787303.mp3,величина́,"quantity, magnitude"
3283adf84de68245,vocabulary,ai,audio/3283adf84de68245.mp3,моде́ль,model
c7f5fb090567e09d,vocabulary,ai,audio/c7f5fb090567e09d.mp3,систе́ма,system
7485d6261874ca45,vocabulary,ai,audio/7485d6261874ca45.mp3,веще́ство,"substance, matter"
43bbb24bf02d8c7b,vocabulary,ai,audio/43bbb24bf02d8c7b.mp3,пое́здка,"trip, journey"
049d0a831e9f35f1,vocabulary,ai,audio/049d0a831e9f35f1.mp3,биле́т,ticket
1c71ed81d0256b17,vocabulary,ai,audio/1c71ed81d0256b17.mp3,по́езд,train
0188ee44f47c27ed,vocabulary,ai,audio/0188ee44f47c27ed.mp3,самолёт,airplane
95fab9da6d00453b,vocabulary,ai,audio/95fab9da6d00453b.mp3,вокза́л,railway station
07595f8a0ea85629,vocabulary,ai,audio/07595f8a0ea85629.mp3,аэропо́рт,airport
0d857fe977fcb841,vocabulary,ai,audio/0d857fe977fcb841.mp3,авто́бус,bus
5e5e8cb9b955e8c7,vocabulary,ai,audio/5e5e8cb9b955e8c7.mp3,метро́,"metro, subway"
750e2b1548369973,vocabulary,ai,audio/750e2b1548369973.mp3,такси́,taxi
03e5b8cdc5678734,vocabulary,ai,audio/03e5b8cdc5678734.mp3,маши́на,car
d6e2603b51b00cee,vocabulary,ai,audio/d6e2603b51b00cee.mp3,доро́га,"road, way"
05d8d388d749d612,vocabulary,ai,audio/05d8d388d749d612.mp3,путеше́ствие,"travel, voyage"
7b85e70510253c35,vocabulary,ai,audio/7b85e70510253c35.mp3,чемода́н,suitcase
cc932e2b01a7f7cb,vocabulary,ai,audio/cc932e2b01a7f7cb.mp3,па́спорт,passport
3afd73ad2ebbd1ca,vocabulary,ai,audio/3afd73ad2ebbd1ca.mp3,ви́за,visa
1d42d19c2e1a7bda,vocabulary,ai,audio/1d42d19c2e1a7bda.mp3,грани́ца,border
4cf14c37e10a6141,vocabulary,ai,audio/4cf14c37e10a6141.mp3,гости́ница,hotel
1e36626446519c48,vocabulary,ai,audio/1e36626446519c48.mp3,ка́рта,map; card
f8348ecf2848171b,vocabulary,ai,audio/f8348ecf2848171b.mp3,еда́,food
f7d11757973a61d8,vocabulary,ai,audio/f7d11757973a61d8.mp3,рестора́н,restaurant
85bad19f3efdbe44,vocabulary,ai,audio/85bad19f3efdbe44.mp3,кафе́,café
483d5780f9bf7c47,vocabulary,ai,audio/483d5780f9bf7c47.mp3,меню́,menu
993fb8918ff9fa01,vocabulary,ai,audio/993fb8918ff9fa01.mp3,за́втрак,breakfast
e22758cafb6a8501,vocabulary,ai,audio/e22758cafb6a8501.mp3,обе́д,lunch
0a517e36b7aa2fb9,vocabulary,ai,audio/0a517e36b7aa2fb9.mp3,у́жин,"dinner, supper"
bc06fe77247953eb,vocabulary,ai,audio/bc06fe77247953eb.mp3,хлеб,bread
c86b3d813f1cfc60,vocabulary,ai,audio/c86b3d813f1cfc60.mp3,чай,tea
6a1e4b53c5d893b0,vocabulary,ai,audio/6a1e4b53c5d893b0.mp3,ко́фе,coffee
d2b8d884b5835bb3,vocabulary,ai,audio/d2b8d884b5835bb3.mp3,мя́со,meat
5c52047623f7a605,vocabulary,ai,audio/5c52047623f7a605.mp3,ры́ба,fish
40a17001f9993f97,vocabulary,ai,audio/40a17001f9993f97.mp3,о́вощи,vegetables
b6636d1a0481512b,vocabulary,ai,audio/b6636d1a0481512b.mp3,фру́кты,fruit
12eba86669f90244,vocabulary,ai,audio/12eba86669f90244.mp3,счёт,"bill, check"
40f7cd179a45dbbc,vocabulary,ai,audio/40f7cd179a45dbbc.mp3,официа́нт,waiter
9fbe0527408252ff,vocabulary,ai,audio/9fbe0527408252ff.mp3,вку́сный,"tasty, delicious"
7674c5bf14097075,vocabulary,ai,audio/7674c5bf14097075.mp3,преподава́тель,"instructor, lecturer"
b830cb9069fe2121,vocabulary,ai,audio/b830cb9069fe2121.mp3,оце́нка,"grade, mark"
6f54d5532e74f7b2,vocabulary,ai,audio/6f54d5532e74f7b2.mp3,расписа́ние,"schedule, timetable"
cf93941454fff7c8,vocabulary,ai,audio/cf93941454fff7c8.mp3,аудито́рия,"lecture hall, classroom"
5018d96c55e80d3d,vocabulary,ai,audio/5018d96c55e80d3d.mp3,библиоте́ка,library
6655f2480f92cc20,vocabulary,ai,audio/6655f2480f92cc20.mp3,общежи́тие,dormitory
11b73d859d706c87,vocabulary,ai,audio/11b73d859d706c87.mp3,стипе́ндия,"scholarship, stipend"
a71f6948100ab03f,vocabulary,ai,audio/a71f6948100ab03f.mp3,зачёт,pass/fail credit
ace53c841449b05a,vocabulary,ai,audio/ace53c841449b05a.mp3,семе́стр,semester
7951d38dcf118039,vocabulary,ai,audio/7951d38dcf118039.mp3,курс,course; year of study
9c89640eedf090d9,vocabulary,ai,audio/9c89640eedf090d9.mp3,конспе́кт,lecture notes
a18ba04093e4aebe,vocabulary,ai,audio/a18ba04093e4aebe.mp3,переры́в,break
efa0bdf2d4a91500,vocabulary,ai,audio/efa0bdf2d4a91500.mp3,декана́т,dean's office
f23ff05a2f7d2f3b,vocabulary,ai,audio/f23ff05a2f7d2f3b.mp3,дипло́м,"diploma, degree"
15062a4f140628bc,alphabet,ai,audio/15062a4f140628bc.mp3,А,а
f54ae3252a272c61,alphabet,ai,audio/f54ae3252a272c61.mp3,мама,а
140628bc15062a4f,alphabet,ai,audio/140628bc15062a4f.mp3,Б,бэ
17062d7516062be2,alphabet,ai,audio/17062d7516062be2.mp3,В,вэ
a1c73dfda03f0b99,alphabet,ai,audio/a1c73dfda03f0b99.mp3,вода,вэ
16062be217062d75,alphabet,ai,audio/16062be217062d75.mp3,Г,гэ
cea650b6acb95df5,alphabet,ai,audio/cea650b6acb95df5.mp3,город,гэ
1106240310062270,alphabet,ai,audio/1106240310062270.mp3,Д,дэ
1006227011062403,alphabet,ai,audio/1006227011062403.mp3,Е,е
849ebfe3dbe6e7e4,alphabet,ai,audio/849ebfe3dbe6e7e4.mp3,ехать,е
04060f8c0506111f,alphabet,ai,audio/04060f8c0506111f.mp3,Ё,ё
